26-Jul-2023 10:51:33,73,6.997224,0.9004474,-0.0001000059,2.002574
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:37,78,6.99718,0.8996163,-9.287588e-05,2.00259
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:42,83,6.99717,0.8988736,-8.00109e-05,2.002573
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:46,87,6.997068,0.8982962,-7.551591e-05,2.002578
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:51,92,6.997206,0.8977596,-9.504588e-05,2.002581
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:56,96,6.997272,0.897267,-0.0001039584,2.002576
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:00,101,6.997271,0.8969545,-9.558837e-05,2.002571
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:05,106,6.9971,0.8965712,-8.458339e-05,2.002556
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:10,110,6.99728,0.8962815,-0.0001058184,2.002537
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:14,115,6.997339,0.8960232,-0.0001134908,2.00254
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:19,120,6.997303,0.8958573,-9.574337e-05,2.002545
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:23,124,6.997169,0.8956105,-8.489339e-05,2.002532
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:28,129,6.997173,0.8954034,-8.613339e-05,2.002547
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:33,133,6.997218,0.8951794,-0.0001087633,2.002546
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:52:37,138,6.997213,0.895005,-0.0001240308,2.002548
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
